node_1|node_2|edge|chunk_id|node_3|node_4|level
regulation (eu) yyy/xx [on artificial intelligence]|artificial intelligence systems which are safety components in the meaning of regulation (eu) yyy/xx [on artificial intelligence] of the european parliament and of the council|When adopting delegated acts pursuant to the first subparagraph concerning these systems, the requirements set out in Title III, Chapter 2 of Regulation (EU) YYY/XX [on Artificial Intelligence] are taken into account.|86f45d9c8b374f5cb907ef02ca5bf64d|||
directive 2014/90/eu|regulation (eu) yyy/xx [on artificial intelligence]|In Article 8 of Directive 2014/90/EU, the requirements set out in Regulation (EU) YYY/XX [on Artificial Intelligence] are taken into account.|86f45d9c8b374f5cb907ef02ca5bf64d|||
directive 2014/90/eu|article 8|contains a new paragraph regarding Artificial Intelligence systems as safety components in Regulation (EU) YYY/XX|358c53fe7a0b4913a3a4cc0339d8e2da|||
directive (eu) 2016/797|article 5|contains a new paragraph regarding Artificial Intelligence systems as safety components in Regulation (EU) YYY/XX, which should be taken into account when adopting delegated and implementing acts|358c53fe7a0b4913a3a4cc0339d8e2da|||
regulation (eu) 2018/858|article 5|contains a new paragraph regarding Artificial Intelligence systems as safety components in Regulation (EU) YYY/XX, which should be taken into account|358c53fe7a0b4913a3a4cc0339d8e2da|||
directive 2014/90/eu|commission|when carrying out activities and adopting technical specifications and testing standards in accordance with paragraphs 2 and 3, should take into account the requirements set out in Title III, Chapter 2 of Regulation (EU) YYY/XX when dealing with Artificial Intelligence systems as safety components|358c53fe7a0b4913a3a4cc0339d8e2da|||
directive (eu) 2016/797|commission|when adopting delegated acts regarding Artificial Intelligence systems as safety components in the meaning of Regulation (EU) YYY/XX, should take into account the requirements set out in Title III, Chapter 2 of that Regulation|358c53fe7a0b4913a3a4cc0339d8e2da|||
regulation (eu) 2018/858|commission|when adopting delegated and implementing acts regarding Artificial Intelligence systems as safety components in the meaning of Regulation (EU) YYY/XX, should take into account the requirements set out in Title III, Chapter 2 of that Regulation|358c53fe7a0b4913a3a4cc0339d8e2da|||
regulation (eu) yyy/xx [on artificial intelligence]|article 78|referred to in the new paragraph added to Directive 2014/90/EU regarding Artificial Intelligence systems as safety components|358c53fe7a0b4913a3a4cc0339d8e2da|||
regulation (eu) yyy/xx [on artificial intelligence]|commission|when carrying out activities and adopting technical specifications and testing standards in accordance with paragraphs 2 and 3, the requirements set out in Title III, Chapter 2 of that Regulation should be taken into account regarding Artificial Intelligence systems as safety components|358c53fe7a0b4913a3a4cc0339d8e2da|||
regulation (eu) yyy/xx [on artificial intelligence]|commission|when adopting delegated and implementing acts regarding Artificial Intelligence systems as safety components, the requirements set out in Title III, Chapter 2 of that Regulation should be taken into account|358c53fe7a0b4913a3a4cc0339d8e2da|||
directive (eu) 2016/797|regulation (eu) yyy/xx [on artificial intelligence]|referred to in the new paragraph added to Article 5 of Directive (EU) 2016/797 regarding Artificial Intelligence systems as safety components|358c53fe7a0b4913a3a4cc0339d8e2da|||
article 80|regulation (eu) yyy/xx [on artificial intelligence]|The amendment made to Article 80 in this context refers to Regulation (EU) YYY/XX [on Artificial Intelligence] for safety components when adopting delegated acts pursuant to paragraph 3 concerning Artificial Intelligence systems.|4712128e1de94a00939be5ac6ae0ed06|||
article 5|regulation (eu) yyy/xx [on artificial intelligence]|The requirements set out in Title III, Chapter 2 of Regulation (EU) YYY/XX [on Artificial Intelligence] shall be taken into account when adopting delegated acts pursuant to paragraph 3 concerning Artificial Intelligence systems as specified in Article 5.|4712128e1de94a00939be5ac6ae0ed06|||
article 81|regulation (eu) yyy/xx [on artificial intelligence]|The amendment made to Article 81 in this context refers to Regulation (EU) YYY/XX [on Artificial Intelligence] for safety components when adopting implementing acts pursuant to paragraph 1 concerning Artificial Intelligence systems.|4712128e1de94a00939be5ac6ae0ed06|||
article 17|regulation (eu) yyy/xx [on artificial intelligence]|The requirements set out in Title III, Chapter 2 of Regulation (EU) YYY/XX [on Artificial Intelligence] shall be taken into account when adopting implementing acts pursuant to paragraph 3 concerning Artificial Intelligence systems as specified in Article 17.|4712128e1de94a00939be5ac6ae0ed06|||
article 19|regulation (eu) yyy/xx [on artificial intelligence]|The requirements set out in Title III, Chapter 2 of Regulation (EU) YYY/XX [on Artificial Intelligence] shall be taken into account when adopting delegated acts pursuant to paragraphs 1 and 2 concerning Artificial Intelligence systems as specified in Article 19.|4712128e1de94a00939be5ac6ae0ed06|||
